Customer ID,Purchase_Date,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
1813,2023-06-14,50,Male,Boots,Footwear,63,Nevada,S,Blue,Summer,4.9,No,Express,No,No,18,PayPal,Bi-Weekly
1814,2022-04-24,40,Male,Shorts,Clothing,62,Illinois,M,Olive,Spring,3.5,No,Free Shipping,No,No,24,PayPal,Weekly
1815,2023-06-10,32,Male,Jeans,Clothing,92,Montana,M,White,Summer,3.8,No,Free Shipping,No,No,24,Cash,Quarterly
1816,2022-12-15,51,Male,Shoes,Footwear,72,New Mexico,L,White,Winter,4.5,No,2-Day Shipping,No,No,48,Credit Card,Every 3 Months
1817,2023-07-12,26,Male,Hat,Accessories,79,Virginia,M,Purple,Summer,4,No,Express,No,No,4,Cash,Weekly
1818,2022-07-15,32,Male,T-shirt,Clothing,27,Delaware,M,White,Summer,4.7,No,Free Shipping,No,No,20,Cash,Weekly
1819,2022-10-25,58,Male,Sunglasses,Accessories,39,North Carolina,M,White,Fall,3.8,No,Express,No,No,47,Debit Card,Every 3 Months
1820,2023-03-07,51,Male,Socks,Clothing,86,Nevada,S,Peach,Spring,4.5,No,Next Day Air,No,No,50,Cash,Quarterly
1821,2023-11-28,19,Male,Shirt,Clothing,94,Washington,XL,Gold,Fall,5,No,Express,No,No,31,PayPal,Monthly
1822,2024-03-06,57,Male,Shorts,Clothing,53,Maine,M,Teal,Spring,2.8,No,Express,No,No,29,PayPal,Quarterly
1823,2022-08-26,66,Male,Shirt,Clothing,85,Connecticut,S,Cyan,Summer,4.4,No,Standard,No,No,4,Cash,Annually
1824,2023-09-27,62,Male,Socks,Clothing,50,Louisiana,L,Pink,Fall,4.7,No,Free Shipping,No,No,40,Bank Transfer,Bi-Weekly
1825,2023-01-26,58,Male,Pants,Clothing,47,Illinois,XL,Magenta,Winter,3.8,No,Express,No,No,31,Cash,Monthly
1826,2022-12-19,23,Male,Boots,Footwear,75,South Dakota,M,Pink,Winter,4.9,No,Next Day Air,No,No,41,Credit Card,Weekly
1827,2023-02-18,45,Male,T-shirt,Clothing,60,Indiana,M,Turquoise,Winter,4.2,No,Express,No,No,44,Debit Card,Annually
1828,2023-04-20,20,Male,T-shirt,Clothing,36,Vermont,S,Pink,Spring,4.9,No,2-Day Shipping,No,No,31,Bank Transfer,Weekly
1829,2024-05-06,33,Male,Coat,Outerwear,80,New Hampshire,L,Gray,Spring,3.9,No,Express,No,No,45,Cash,Every 3 Months
1830,2023-05-23,30,Male,Hat,Accessories,96,Oregon,M,White,Spring,4.9,No,2-Day Shipping,No,No,50,Credit Card,Quarterly
1831,2023-02-10,50,Male,Sunglasses,Accessories,80,Kansas,M,Blue,Winter,4.8,No,Express,No,No,7,Venmo,Annually
1832,2023-07-31,62,Male,Blouse,Clothing,71,Maine,M,Cyan,Summer,3.3,No,Free Shipping,No,No,5,Bank Transfer,Every 3 Months
1833,2024-11-29,69,Male,Jewelry,Accessories,29,Louisiana,M,Blue,Fall,4.6,No,Free Shipping,No,No,48,Cash,Monthly
1834,2022-04-05,34,Male,Jewelry,Accessories,53,Louisiana,M,Yellow,Spring,4.5,No,2-Day Shipping,No,No,19,PayPal,Fortnightly
1835,2024-06-30,49,Male,Skirt,Clothing,35,Indiana,M,Charcoal,Summer,4.1,No,2-Day Shipping,No,No,39,Venmo,Fortnightly
1836,2022-09-09,65,Male,Scarf,Accessories,75,Kentucky,M,Lavender,Fall,3.2,No,2-Day Shipping,No,No,45,Credit Card,Quarterly
1837,2022-11-23,66,Male,Pants,Clothing,52,South Carolina,M,Teal,Fall,4.2,No,2-Day Shipping,No,No,35,Credit Card,Monthly
1838,2023-01-08,41,Male,Hat,Accessories,77,Montana,M,Beige,Winter,4.8,No,Free Shipping,No,No,8,Venmo,Monthly
1839,2022-11-23,37,Male,Gloves,Accessories,24,Vermont,L,Blue,Fall,4.1,No,Next Day Air,No,No,11,Credit Card,Quarterly
1840,2023-02-27,32,Male,Shirt,Clothing,78,Mississippi,XL,Purple,Winter,3.7,No,Store Pickup,No,No,32,Cash,Annually
1841,2023-01-25,42,Male,Sandals,Footwear,98,Wyoming,M,Gold,Winter,2.6,No,Store Pickup,No,No,46,Bank Transfer,Every 3 Months
1842,2024-02-13,31,Male,Socks,Clothing,57,Vermont,L,Blue,Winter,3,No,Standard,No,No,7,PayPal,Every 3 Months
1843,2024-07-05,61,Male,Handbag,Accessories,78,Alabama,M,Black,Summer,4.4,No,Express,No,No,1,Debit Card,Annually
1844,2023-10-21,36,Male,Jacket,Outerwear,76,Kentucky,M,Charcoal,Fall,4.7,No,Next Day Air,No,No,32,Credit Card,Monthly
1845,2024-03-13,60,Male,Shorts,Clothing,26,South Dakota,M,Purple,Spring,2.7,No,2-Day Shipping,No,No,31,Credit Card,Annually
1846,2023-12-03,51,Male,Sandals,Footwear,78,Delaware,M,Orange,Winter,2.8,No,2-Day Shipping,No,No,39,Bank Transfer,Quarterly
1847,2022-07-13,68,Male,Scarf,Accessories,53,Wisconsin,M,Yellow,Summer,2.9,No,Standard,No,No,9,Venmo,Quarterly
1848,2024-08-24,46,Male,Sandals,Footwear,100,Arizona,XL,Cyan,Summer,4.4,No,Free Shipping,No,No,49,Credit Card,Weekly
1849,2023-02-23,19,Male,Jeans,Clothing,73,Maine,XL,Yellow,Winter,2.7,No,Express,No,No,34,Cash,Every 3 Months
1850,2023-02-15,30,Male,Skirt,Clothing,40,New Mexico,M,Maroon,Winter,4.5,No,Store Pickup,No,No,35,Bank Transfer,Monthly
1851,2023-12-11,51,Male,Gloves,Accessories,76,Wyoming,S,Black,Winter,2.8,No,Store Pickup,No,No,50,Debit Card,Weekly
1852,2022-09-28,28,Male,Skirt,Clothing,80,Delaware,S,Lavender,Fall,3.1,No,Free Shipping,No,No,4,Bank Transfer,Fortnightly
1853,2024-02-03,41,Male,Sweater,Clothing,80,Pennsylvania,XL,Violet,Winter,3.8,No,Store Pickup,No,No,32,Cash,Weekly
1854,2024-04-21,29,Male,Blouse,Clothing,67,North Dakota,XL,Olive,Spring,2.9,No,Express,No,No,11,PayPal,Fortnightly
1855,2023-05-28,25,Male,Sweater,Clothing,61,Kentucky,M,Teal,Spring,3.8,No,Express,No,No,49,Credit Card,Annually
1856,2022-04-26,60,Male,Shirt,Clothing,76,Rhode Island,XL,Teal,Spring,4.7,No,Standard,No,No,9,Cash,Annually
1857,2024-08-13,63,Male,Jewelry,Accessories,55,Arizona,XL,Beige,Summer,3.2,No,Free Shipping,No,No,30,PayPal,Bi-Weekly
1858,2023-06-14,51,Male,T-shirt,Clothing,85,Colorado,L,Maroon,Summer,4,No,Next Day Air,No,No,33,Cash,Monthly
1859,2023-03-16,22,Male,Scarf,Accessories,69,Maine,S,Peach,Spring,4.9,No,2-Day Shipping,No,No,8,Debit Card,Annually
1860,2023-07-11,54,Male,Belt,Accessories,26,New Jersey,L,Beige,Summer,3.7,No,Store Pickup,No,No,29,Debit Card,Fortnightly
1861,2023-07-11,18,Male,T-shirt,Clothing,64,Kansas,M,Silver,Summer,4.8,No,Next Day Air,No,No,4,Credit Card,Monthly
1862,2024-11-19,29,Male,Sneakers,Footwear,60,South Dakota,S,Peach,Fall,3.6,No,Standard,No,No,19,Debit Card,Monthly
1863,2023-01-19,59,Male,Gloves,Accessories,36,New Hampshire,M,Turquoise,Winter,4.6,No,Express,No,No,10,PayPal,Fortnightly
1864,2024-04-26,25,Male,Sandals,Footwear,21,Connecticut,L,Orange,Spring,4.3,No,2-Day Shipping,No,No,39,Debit Card,Monthly
1865,2023-11-29,19,Male,Backpack,Accessories,72,Wyoming,S,Cyan,Fall,3.2,No,2-Day Shipping,No,No,21,Venmo,Quarterly
1866,2022-06-02,56,Male,Pants,Clothing,62,Missouri,S,Silver,Summer,3.8,No,Store Pickup,No,No,12,Bank Transfer,Monthly
1867,2022-12-21,31,Male,T-shirt,Clothing,44,Alaska,XL,Gold,Winter,4.2,No,Standard,No,No,9,Credit Card,Fortnightly
1868,2024-10-01,45,Male,Skirt,Clothing,52,Delaware,M,Brown,Fall,3.4,No,2-Day Shipping,No,No,20,Venmo,Quarterly
1869,2022-04-30,23,Male,Gloves,Accessories,58,Indiana,M,Silver,Spring,4.7,No,Next Day Air,No,No,44,Cash,Fortnightly
1870,2022-05-15,18,Male,Blouse,Clothing,77,West Virginia,S,Beige,Spring,3.9,No,2-Day Shipping,No,No,16,Debit Card,Every 3 Months
1871,2024-04-01,43,Male,Blouse,Clothing,99,Wyoming,L,Violet,Spring,4.3,No,Store Pickup,No,No,27,Debit Card,Fortnightly
1872,2024-09-07,56,Male,Jeans,Clothing,96,Illinois,XL,Violet,Fall,2.7,No,Standard,No,No,14,Cash,Every 3 Months
1873,2022-08-29,43,Male,T-shirt,Clothing,64,Alaska,M,Lavender,Summer,4.6,No,Standard,No,No,24,Credit Card,Monthly
1874,2023-10-06,64,Male,Sweater,Clothing,44,Wisconsin,XL,Red,Fall,2.9,No,Express,No,No,49,Bank Transfer,Weekly
1875,2023-10-03,67,Male,Pants,Clothing,33,Indiana,L,Purple,Fall,3.6,No,Free Shipping,No,No,14,Cash,Weekly
1876,2024-02-12,63,Male,Boots,Footwear,71,Tennessee,M,Brown,Winter,3.9,No,Next Day Air,No,No,6,Credit Card,Quarterly
1877,2023-10-03,54,Male,Skirt,Clothing,36,Illinois,M,Gray,Fall,2.6,No,Standard,No,No,20,Venmo,Quarterly
1878,2023-11-22,69,Male,Gloves,Accessories,62,Pennsylvania,L,Pink,Fall,3.6,No,Express,No,No,3,Credit Card,Annually
1879,2022-08-02,34,Male,Socks,Clothing,29,Oklahoma,L,Magenta,Summer,3.4,No,Store Pickup,No,No,5,Credit Card,Monthly
1880,2024-03-21,56,Male,T-shirt,Clothing,33,Tennessee,L,Charcoal,Spring,3.5,No,Express,No,No,46,Cash,Bi-Weekly
1881,2023-10-24,34,Male,Blouse,Clothing,33,New Jersey,L,Yellow,Fall,3.1,No,2-Day Shipping,No,No,8,Debit Card,Monthly
1882,2024-02-25,58,Male,Blouse,Clothing,41,New Jersey,M,Red,Winter,4.3,No,Standard,No,No,13,Cash,Bi-Weekly
1883,2023-01-14,44,Male,Scarf,Accessories,54,Tennessee,L,Blue,Winter,5,No,Store Pickup,No,No,25,Bank Transfer,Quarterly
1884,2022-04-23,25,Male,Backpack,Accessories,58,Georgia,M,Cyan,Spring,4.9,No,Store Pickup,No,No,39,Debit Card,Fortnightly
1885,2022-07-01,27,Male,Shorts,Clothing,30,Arizona,S,Pink,Summer,4.3,No,Next Day Air,No,No,15,Bank Transfer,Bi-Weekly
1886,2023-01-16,26,Male,Jewelry,Accessories,53,Nevada,S,Maroon,Winter,4.4,No,Standard,No,No,35,Cash,Monthly
1887,2022-04-05,18,Male,Gloves,Accessories,91,Arkansas,L,Beige,Spring,4.4,No,Next Day Air,No,No,46,Cash,Bi-Weekly
1888,2023-09-17,64,Male,Hoodie,Clothing,44,North Dakota,XL,Gold,Fall,3.5,No,Express,No,No,3,PayPal,Monthly
1889,2024-02-15,62,Male,Hoodie,Clothing,89,South Dakota,XL,Turquoise,Winter,3.4,No,Free Shipping,No,No,48,Credit Card,Weekly
1890,2022-03-01,59,Male,Skirt,Clothing,57,North Carolina,L,Peach,Spring,2.5,No,Next Day Air,No,No,27,Bank Transfer,Weekly
1891,2023-05-27,36,Male,Sunglasses,Accessories,57,Hawaii,M,Lavender,Spring,3.4,No,Store Pickup,No,No,5,Credit Card,Weekly
1892,2022-07-28,69,Male,Jewelry,Accessories,74,New Hampshire,M,Gray,Summer,2.6,No,Next Day Air,No,No,48,Debit Card,Quarterly
1893,2024-09-23,39,Male,Jacket,Outerwear,30,California,M,Blue,Fall,4.6,No,2-Day Shipping,No,No,12,Venmo,Weekly
1894,2022-08-16,28,Male,Dress,Clothing,20,Delaware,L,Red,Summer,3.7,No,Express,No,No,10,PayPal,Fortnightly
1895,2022-10-08,42,Male,Hoodie,Clothing,90,Arizona,M,Purple,Fall,2.5,No,Free Shipping,No,No,48,Debit Card,Bi-Weekly
1896,2024-09-03,31,Male,Jeans,Clothing,61,Washington,L,Indigo,Fall,4.5,No,Express,No,No,3,Debit Card,Monthly
1897,2022-10-04,57,Male,Sandals,Footwear,51,Nevada,M,Gold,Fall,2.9,No,Standard,No,No,19,Venmo,Monthly
1898,2023-02-12,53,Male,Sunglasses,Accessories,97,Alaska,L,Teal,Winter,2.9,No,Free Shipping,No,No,11,Debit Card,Fortnightly
1899,2023-10-05,59,Male,Pants,Clothing,97,Texas,L,Magenta,Fall,3.5,No,Next Day Air,No,No,25,Venmo,Monthly
1900,2023-12-25,32,Male,Shorts,Clothing,40,New York,L,Maroon,Winter,4.2,No,Store Pickup,No,No,42,PayPal,Weekly
1901,2022-08-21,65,Male,Jewelry,Accessories,85,Iowa,S,Blue,Summer,3.3,No,Free Shipping,No,No,34,Cash,Quarterly
1902,2024-02-05,56,Male,Socks,Clothing,76,Arizona,S,Beige,Winter,3.9,No,Store Pickup,No,No,50,Cash,Quarterly
1903,2022-04-17,31,Male,Sandals,Footwear,22,New Mexico,S,Olive,Spring,5,No,Store Pickup,No,No,21,Venmo,Monthly
1904,2022-06-20,59,Male,Pants,Clothing,63,North Carolina,M,Gold,Summer,3.3,No,Standard,No,No,37,Bank Transfer,Weekly
1905,2022-05-15,22,Male,T-shirt,Clothing,71,Nevada,S,Silver,Spring,4.2,No,Free Shipping,No,No,46,Cash,Monthly
1906,2023-08-24,47,Male,Boots,Footwear,35,Idaho,M,Teal,Summer,4.9,No,2-Day Shipping,No,No,14,Bank Transfer,Fortnightly
1907,2023-03-21,23,Male,Backpack,Accessories,30,Vermont,M,Green,Spring,4.6,No,2-Day Shipping,No,No,24,PayPal,Fortnightly
1908,2022-11-30,69,Male,Skirt,Clothing,74,New Mexico,L,Orange,Fall,4.8,No,Store Pickup,No,No,36,Credit Card,Every 3 Months
1909,2023-12-20,18,Male,Scarf,Accessories,71,Georgia,XL,Charcoal,Winter,2.7,No,Next Day Air,No,No,19,Debit Card,Bi-Weekly
1910,2024-04-28,50,Male,Sweater,Clothing,84,Kentucky,S,Black,Spring,4.3,No,Store Pickup,No,No,12,Credit Card,Monthly
1911,2023-09-03,29,Male,Sandals,Footwear,38,New York,S,Yellow,Fall,3.8,No,Express,No,No,13,Debit Card,Quarterly
1912,2022-04-05,65,Male,Jewelry,Accessories,81,Arizona,M,Gray,Spring,4.9,No,Express,No,No,32,Debit Card,Bi-Weekly
1913,2022-12-19,29,Male,Sweater,Clothing,56,Colorado,S,Charcoal,Winter,3.4,No,2-Day Shipping,No,No,5,Credit Card,Bi-Weekly
1914,2024-02-13,49,Male,Skirt,Clothing,48,Kentucky,M,Peach,Winter,3.6,No,Express,No,No,29,Cash,Annually
1915,2023-11-14,28,Male,Shorts,Clothing,97,Alaska,L,Green,Fall,3.4,No,Standard,No,No,40,Credit Card,Fortnightly
1916,2023-11-26,51,Male,Backpack,Accessories,74,Alabama,M,Magenta,Fall,4.7,No,2-Day Shipping,No,No,44,Cash,Weekly
1917,2023-01-08,26,Male,Hoodie,Clothing,50,Connecticut,S,Beige,Winter,3,No,Next Day Air,No,No,3,Debit Card,Bi-Weekly
1918,2023-02-21,38,Male,Skirt,Clothing,71,Hawaii,L,Black,Winter,3.4,No,Free Shipping,No,No,35,PayPal,Bi-Weekly
1919,2022-07-08,35,Male,Skirt,Clothing,33,Idaho,S,Purple,Summer,4.6,No,Standard,No,No,33,Debit Card,Monthly
1920,2024-08-20,34,Male,Backpack,Accessories,56,Virginia,M,Olive,Summer,3.1,No,Express,No,No,20,PayPal,Bi-Weekly
1921,2023-04-25,51,Male,Blouse,Clothing,84,Connecticut,M,Purple,Spring,2.8,No,Standard,No,No,40,Cash,Every 3 Months
1922,2022-09-28,47,Male,Shirt,Clothing,36,Michigan,M,Green,Fall,3.5,No,Store Pickup,No,No,13,Venmo,Annually
1923,2023-07-07,18,Male,Gloves,Accessories,63,Kentucky,S,Peach,Summer,4.6,No,Standard,No,No,9,PayPal,Monthly
1924,2024-08-20,64,Male,Sandals,Footwear,36,Nebraska,XL,Blue,Summer,4.3,No,Standard,No,No,7,Cash,Annually
1925,2024-11-07,30,Male,Jacket,Outerwear,63,Michigan,M,Gray,Fall,4.8,No,Free Shipping,No,No,42,PayPal,Quarterly
1926,2024-02-13,59,Male,Sneakers,Footwear,32,Utah,L,Black,Winter,2.9,No,Express,No,No,44,Credit Card,Fortnightly
1927,2023-04-21,66,Male,Backpack,Accessories,93,New Mexico,M,Silver,Spring,3,No,Express,No,No,6,PayPal,Annually
1928,2022-06-26,40,Male,Pants,Clothing,29,Florida,M,Pink,Summer,2.9,No,Standard,No,No,8,Cash,Every 3 Months
1929,2023-06-16,25,Male,Sunglasses,Accessories,92,Mississippi,S,Lavender,Summer,3.7,No,Standard,No,No,10,PayPal,Weekly
1930,2024-09-04,59,Male,Jeans,Clothing,33,Hawaii,L,Brown,Fall,4.7,No,Standard,No,No,46,Venmo,Quarterly
1931,2023-03-16,66,Male,Pants,Clothing,52,North Carolina,L,Turquoise,Spring,3.5,No,Store Pickup,No,No,26,Cash,Weekly
1932,2022-04-17,54,Male,Jewelry,Accessories,42,Illinois,S,Olive,Spring,2.7,No,Store Pickup,No,No,6,Debit Card,Every 3 Months
1933,2022-03-12,42,Male,Hoodie,Clothing,36,Maryland,M,White,Spring,5,No,Free Shipping,No,No,47,Credit Card,Every 3 Months
1934,2023-08-05,48,Male,Sandals,Footwear,67,Montana,L,Violet,Summer,4.1,No,Next Day Air,No,No,28,Venmo,Annually
1935,2023-12-28,34,Male,Jacket,Outerwear,43,Michigan,L,Gold,Winter,2.7,No,Free Shipping,No,No,23,Bank Transfer,Annually
1936,2024-03-12,19,Male,Blouse,Clothing,68,North Carolina,XL,Violet,Spring,4.8,No,Free Shipping,No,No,45,Cash,Fortnightly
1937,2024-08-22,70,Male,Jewelry,Accessories,60,Minnesota,S,Teal,Summer,4.3,No,2-Day Shipping,No,No,44,PayPal,Every 3 Months
1938,2022-08-25,43,Male,Socks,Clothing,53,Delaware,M,Olive,Summer,4.5,No,2-Day Shipping,No,No,11,Bank Transfer,Monthly
1939,2024-04-25,46,Male,Jeans,Clothing,23,Kentucky,L,Blue,Spring,3.8,No,Standard,No,No,39,Debit Card,Bi-Weekly
1940,2022-12-01,66,Male,Gloves,Accessories,57,Ohio,L,Magenta,Winter,3.7,No,Store Pickup,No,No,20,PayPal,Every 3 Months
1941,2022-10-01,50,Male,Hat,Accessories,89,Alaska,L,Gray,Fall,3.9,No,2-Day Shipping,No,No,48,PayPal,Fortnightly
1942,2023-02-07,55,Male,Shoes,Footwear,99,Vermont,XL,Peach,Winter,3.3,No,Standard,No,No,46,Credit Card,Quarterly
1943,2022-09-30,63,Male,Pants,Clothing,28,Alabama,M,Cyan,Fall,3.4,No,Express,No,No,22,PayPal,Monthly
1944,2022-06-26,32,Male,Socks,Clothing,53,Wisconsin,L,Violet,Summer,3.8,No,Next Day Air,No,No,45,Cash,Annually
1945,2023-12-17,30,Male,Hoodie,Clothing,45,Arkansas,M,Gold,Winter,2.7,No,Free Shipping,No,No,49,Cash,Every 3 Months
1946,2023-02-21,35,Male,Hoodie,Clothing,38,Georgia,M,Gold,Winter,2.9,No,2-Day Shipping,No,No,9,Credit Card,Every 3 Months
1947,2024-08-25,59,Male,Pants,Clothing,49,Louisiana,M,White,Summer,4.5,No,Standard,No,No,41,Credit Card,Quarterly
1948,2024-06-14,59,Male,Shirt,Clothing,32,New York,M,Gray,Summer,2.6,No,Store Pickup,No,No,2,PayPal,Monthly
1949,2024-02-13,54,Male,T-shirt,Clothing,37,Connecticut,L,Brown,Winter,3.1,No,Next Day Air,No,No,39,PayPal,Bi-Weekly
1950,2022-12-21,63,Male,Dress,Clothing,80,Nebraska,L,Gray,Winter,4.7,No,Store Pickup,No,No,12,PayPal,Quarterly
1951,2024-08-18,43,Male,Backpack,Accessories,78,Arkansas,L,Blue,Summer,4.6,No,Free Shipping,No,No,26,PayPal,Every 3 Months
1952,2022-08-09,33,Male,Gloves,Accessories,53,Connecticut,L,Gold,Summer,2.7,No,Next Day Air,No,No,32,Bank Transfer,Bi-Weekly
1953,2022-07-10,57,Male,Shoes,Footwear,82,Maryland,L,Yellow,Summer,4.6,No,2-Day Shipping,No,No,50,Cash,Bi-Weekly
1954,2022-04-17,25,Male,Skirt,Clothing,33,Colorado,XL,Green,Spring,4.8,No,Standard,No,No,3,PayPal,Fortnightly
1955,2023-01-26,26,Male,Gloves,Accessories,77,Colorado,M,Pink,Winter,4.2,No,Free Shipping,No,No,3,Venmo,Quarterly
1956,2023-01-18,50,Male,Hoodie,Clothing,56,Maine,M,Pink,Winter,4.9,No,Express,No,No,37,Cash,Monthly
1957,2023-02-13,70,Male,Socks,Clothing,37,Oklahoma,M,Pink,Winter,4.9,No,Express,No,No,20,Credit Card,Fortnightly
1958,2022-04-10,68,Male,Gloves,Accessories,54,South Carolina,M,Cyan,Spring,4.5,No,Store Pickup,No,No,26,Cash,Bi-Weekly
1959,2024-02-14,39,Male,Shorts,Clothing,67,Nevada,M,Gray,Winter,2.7,No,Store Pickup,No,No,47,Cash,Quarterly
1960,2023-09-02,46,Male,Shoes,Footwear,90,Colorado,M,White,Fall,3.1,No,Store Pickup,No,No,7,Credit Card,Every 3 Months
1961,2023-06-03,57,Male,Jeans,Clothing,72,Massachusetts,L,Red,Summer,3.3,No,2-Day Shipping,No,No,40,Credit Card,Annually
1962,2024-06-04,47,Male,Boots,Footwear,59,Nevada,L,Black,Summer,2.6,No,Free Shipping,No,No,45,Debit Card,Quarterly
1963,2024-10-20,40,Male,Hat,Accessories,45,Iowa,M,Silver,Fall,4.4,No,Standard,No,No,20,PayPal,Fortnightly
1964,2022-03-10,52,Male,Shorts,Clothing,30,Michigan,L,Pink,Spring,3.9,No,Standard,No,No,11,Credit Card,Weekly
1965,2022-08-04,40,Male,Pants,Clothing,51,West Virginia,S,Cyan,Summer,4.6,No,Express,No,No,50,Debit Card,Monthly
1966,2022-09-23,67,Male,Sweater,Clothing,90,Indiana,M,White,Fall,4.9,No,Express,No,No,25,Debit Card,Quarterly
1967,2023-01-23,67,Male,Jacket,Outerwear,95,Indiana,XL,Purple,Winter,3.7,No,Express,No,No,5,Credit Card,Fortnightly
1968,2022-09-06,37,Male,Dress,Clothing,81,Georgia,L,Yellow,Fall,3.7,No,Standard,No,No,4,Venmo,Annually
1969,2024-04-12,67,Male,Shirt,Clothing,70,Minnesota,S,Blue,Spring,4.2,No,Standard,No,No,25,Credit Card,Weekly
1970,2024-01-17,64,Male,Dress,Clothing,32,Louisiana,S,Cyan,Winter,3.5,No,Next Day Air,No,No,11,Bank Transfer,Fortnightly
1971,2023-04-06,28,Male,Belt,Accessories,94,Maryland,M,Indigo,Spring,2.9,No,Next Day Air,No,No,4,Credit Card,Bi-Weekly
1972,2023-05-05,54,Male,Hat,Accessories,29,Pennsylvania,XL,Indigo,Spring,3.4,No,Next Day Air,No,No,1,Venmo,Monthly
1973,2023-07-24,54,Male,Backpack,Accessories,31,Louisiana,M,Silver,Summer,3.3,No,Express,No,No,48,PayPal,Every 3 Months
1974,2022-10-25,24,Male,Skirt,Clothing,20,Maryland,XL,Red,Fall,4.5,No,Standard,No,No,9,Venmo,Every 3 Months
1975,2022-12-11,27,Male,Gloves,Accessories,44,Tennessee,M,Peach,Winter,4.6,No,2-Day Shipping,No,No,2,PayPal,Fortnightly
1976,2024-09-09,53,Male,Jacket,Outerwear,77,Illinois,L,Turquoise,Fall,2.9,No,Express,No,No,4,Cash,Quarterly
1977,2024-05-03,32,Male,Handbag,Accessories,51,Wyoming,M,Pink,Spring,3.2,No,Next Day Air,No,No,43,PayPal,Fortnightly
1978,2023-07-23,24,Male,Sandals,Footwear,49,Florida,M,Teal,Summer,2.6,No,Free Shipping,No,No,32,Bank Transfer,Annually
1979,2022-04-16,45,Male,Sunglasses,Accessories,78,Massachusetts,L,Magenta,Spring,3.8,No,Store Pickup,No,No,1,Cash,Quarterly
1980,2024-04-17,49,Male,Jeans,Clothing,98,Tennessee,L,Blue,Spring,2.8,No,Store Pickup,No,No,38,Debit Card,Fortnightly
1981,2023-02-02,51,Male,Sandals,Footwear,94,Iowa,M,Green,Winter,4.4,No,Store Pickup,No,No,25,PayPal,Fortnightly
1982,2024-07-28,69,Male,Shoes,Footwear,91,Michigan,L,Violet,Summer,4.7,No,Express,No,No,42,PayPal,Quarterly
1983,2022-08-12,41,Male,Sunglasses,Accessories,77,Kansas,M,Turquoise,Summer,2.7,No,2-Day Shipping,No,No,32,PayPal,Monthly
1984,2022-08-09,59,Male,Scarf,Accessories,97,Georgia,M,Pink,Summer,2.6,No,Next Day Air,No,No,21,Debit Card,Quarterly
1985,2022-07-29,26,Male,Skirt,Clothing,58,West Virginia,M,Black,Summer,3.4,No,2-Day Shipping,No,No,26,PayPal,Fortnightly
1986,2022-04-08,23,Male,Gloves,Accessories,97,Tennessee,M,Gold,Spring,3.9,No,2-Day Shipping,No,No,6,Credit Card,Fortnightly
1987,2024-08-01,62,Male,Coat,Outerwear,48,Arkansas,L,Green,Summer,3.4,No,2-Day Shipping,No,No,14,Venmo,Quarterly
1988,2022-06-28,69,Male,Belt,Accessories,23,Vermont,XL,White,Summer,3.4,No,Express,No,No,4,Cash,Quarterly
1989,2022-12-08,46,Male,Pants,Clothing,79,Virginia,M,Gold,Winter,3.9,No,Free Shipping,No,No,26,Bank Transfer,Weekly
1990,2022-03-16,35,Male,Jewelry,Accessories,42,Maryland,S,Charcoal,Spring,4,No,Express,No,No,39,PayPal,Bi-Weekly
1991,2023-05-13,32,Male,Backpack,Accessories,95,Connecticut,L,White,Spring,3.4,No,2-Day Shipping,No,No,15,PayPal,Annually
1992,2022-08-06,46,Male,Sneakers,Footwear,29,Missouri,M,Brown,Summer,3.7,No,Next Day Air,No,No,1,Venmo,Every 3 Months
1993,2022-12-18,33,Male,Hoodie,Clothing,98,New Jersey,L,Gold,Winter,4.9,No,2-Day Shipping,No,No,28,Venmo,Monthly
1994,2024-03-08,32,Male,Blouse,Clothing,96,Arkansas,S,Purple,Spring,5,No,Express,No,No,17,Cash,Weekly
1995,2023-11-08,33,Male,Sunglasses,Accessories,66,Nevada,M,Brown,Fall,2.9,No,Next Day Air,No,No,24,Credit Card,Weekly
1996,2024-03-30,67,Male,Boots,Footwear,80,Missouri,S,Teal,Spring,3,No,Standard,No,No,29,Debit Card,Quarterly
1997,2023-08-09,67,Male,Sneakers,Footwear,27,South Dakota,L,Indigo,Summer,3.3,No,Next Day Air,No,No,18,Cash,Every 3 Months
1998,2022-10-19,42,Male,Backpack,Accessories,25,Connecticut,M,Purple,Fall,4.7,No,Express,No,No,10,Debit Card,Bi-Weekly
1999,2023-11-04,20,Male,Pants,Clothing,45,Vermont,M,Orange,Fall,3.4,No,2-Day Shipping,No,No,19,Cash,Quarterly
2000,2024-01-22,39,Male,Socks,Clothing,89,Tennessee,L,Indigo,Winter,4.6,No,2-Day Shipping,No,No,26,Debit Card,Monthly
2001,2022-12-06,26,Male,Belt,Accessories,27,California,M,Lavender,Winter,3.6,No,2-Day Shipping,No,No,25,Cash,Bi-Weekly
2002,2023-01-26,51,Male,Sunglasses,Accessories,90,Wyoming,S,Purple,Winter,2.6,No,Free Shipping,No,No,2,Debit Card,Fortnightly
2003,2024-08-02,31,Male,Shirt,Clothing,65,New York,M,Red,Summer,2.7,No,Express,No,No,19,PayPal,Every 3 Months
2004,2024-03-03,68,Male,Sneakers,Footwear,72,Maine,S,Blue,Spring,3.1,No,Express,No,No,32,Cash,Quarterly
